ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2022-11-08 20:56:29 582m





Sample number Relative time HS4D-50(28994).Ch1
  s V
6382 0.00025264 -0.052578363
6383 0.00025266 -0.056622853
6384 0.00025268 -0.052578363
6385 0.0002527 -0.052578363
6386 0.00025272 -0.060667342
6387 0.00025274 -0.060667342
6388 0.00025276 -0.060667342
6389 0.00025278 -0.040444895
6390 0.0002528 -0.036400405
6391 0.00025282 -0.032355916
6392 0.00025284 -0.036400405
6393 0.00025286 -0.032355916
6394 0.00025288 -0.036400405
6395 0.0002529 -0.044489384
6396 0.00025292 -0.036400405
6397 0.00025294 -0.036400405
6398 0.00025296 -0.036400405
6399 0.00025298 -0.044489384
6400 0.000253 -0.032355916
6401 0.00025302 -0.036400405
6402 0.00025304 -0.048533874
6403 0.00025306 -0.040444895
6404 0.00025308 -0.024266937
6405 0.0002531 -0.036400405
6406 0.00025312 -0.044489384
6407 0.00025314 -0.036400405
6408 0.00025316 -0.032355916
6409 0.00025318 -0.032355916
6410 0.0002532 -0.028311426
6411 0.00025322 -0.020222447
6412 0.00025324 -0.016177958
6413 0.00025326 -0.028311426
6414 0.00025328 -0.032355916
6415 0.0002533 -0.040444895
6416 0.00025332 -0.048533874
6417 0.00025334 -0.044489384
6418 0.00025336 -0.040444895
6419 0.00025338 -0.044489384
6420 0.0002534 -0.048533874
6421 0.00025342 -0.040444895
6422 0.00025344 -0.028311426
6423 0.00025346 -0.036400405
6424 0.00025348 -0.048533874
6425 0.0002535 -0.044489384
6426 0.00025352 -0.032355916
6427 0.00025354 -0.024266937
6428 0.00025356 -0.016177958
6429 0.00025358 -0.028311426
6430 0.0002536 -0.040444895
6431 0.00025362 -0.044489384
6432 0.00025364 -0.036400405
6433 0.00025366 -0.036400405
6434 0.00025368 -0.032355916
6435 0.0002537 -0.032355916
6436 0.00025372 -0.032355916
6437 0.00025374 -0.028311426
6438 0.00025376 -0.020222447
6439 0.00025378 -0.028311426
6440 0.0002538 -0.028311426
6441 0.00025382 -0.028311426
6442 0.00025384 -0.028311426
6443 0.00025386 -0.024266937
6444 0.00025388 -0.020222447
6445 0.0002539 -0.032355916
6446 0.00025392 -0.032355916
6447 0.00025394 -0.032355916
6448 0.00025396 -0.024266937
6449 0.00025398 -0.028311426
6450 0.000254 -0.028311426
6451 0.00025402 -0.028311426
6452 0.00025404 -0.028311426
6453 0.00025406 -0.024266937
6454 0.00025408 -0.024266937
6455 0.0002541 -0.020222447
6456 0.00025412 -0.032355916
6457 0.00025414 -0.032355916
6458 0.00025416 -0.036400405
6459 0.00025418 -0.036400405
6460 0.0002542 -0.032355916
6461 0.00025422 -0.032355916
6462 0.00025424 -0.036400405
6463 0.00025426 -0.032355916
6464 0.00025428 -0.024266937
6465 0.0002543 -0.024266937
6466 0.00025432 -0.020222447
6467 0.00025434 -0.032355916
6468 0.00025436 -0.036400405
6469 0.00025438 -0.032355916
6470 0.0002544 -0.028311426
6471 0.00025442 -0.028311426
6472 0.00025444 -0.036400405
6473 0.00025446 -0.028311426
6474 0.00025448 -0.020222447
6475 0.0002545 -0.012133468
6476 0.00025452 -0.012133468
6477 0.00025454 -0.0080889789
6478 0.00025456 -0.012133468
6479 0.00025458 -0.020222447
6480 0.0002546 -0.0080889789
6481 0.00025462 -0.0080889789
6482 0.00025464 -0.028311426
6483 0.00025466 -0.032355916
6484 0.00025468 -0.024266937
6485 0.0002547 -0.028311426
6486 0.00025472 -0.024266937
6487 0.00025474 -0.0080889789
6488 0.00025476 0
6489 0.00025478 -0.012133468
6490 0.0002548 -0.0040444895
6491 0.00025482 -0.0040444895
6492 0.00025484 -0.0040444895
6493 0.00025486 -0.0040444895
6494 0.00025488 -0.0040444895
6495 0.0002549 -0.0040444895
6496 0.00025492 0
6497 0.00025494 -0.0040444895
6498 0.00025496 -0.0040444895
6499 0.00025498 0
6500 0.000255 -0.012133468
6501 0.00025502 -0.016177958
6502 0.00025504 -0.020222447
6503 0.00025506 -0.020222447
6504 0.00025508 -0.012133468
6505 0.0002551 -0.0040444895
6506 0.00025512 0.0040444895
6507 0.00025514 -0.0040444895
6508 0.00025516 -0.016177958
6509 0.00025518 -0.0080889789
6510 0.0002552 -0.0040444895
6511 0.00025522 0
6512 0.00025524 -0.0080889789
6513 0.00025526 -0.0080889789
6514 0.00025528 0
6515 0.0002553 0
6516 0.00025532 -0.016177958
6517 0.00025534 -0.020222447
6518 0.00025536 -0.0040444895
6519 0.00025538 -0.0040444895
6520 0.0002554 -0.020222447
6521 0.00025542 -0.012133468
6522 0.00025544 -0.0040444895
6523 0.00025546 -0.0040444895
6524 0.00025548 -0.0080889789
6525 0.0002555 0
6526 0.00025552 0.012133468
6527 0.00025554 -0.0040444895
6528 0.00025556 -0.016177958
6529 0.00025558 -0.0080889789
6530 0.0002556 0.0080889789
6531 0.00025562 0
6532 0.00025564 -0.012133468
6533 0.00025566 0
6534 0.00025568 0.0040444895
6535 0.0002557 -0.012133468
6536 0.00025572 0
6537 0.00025574 0.024266937
6538 0.00025576 0.028311426
6539 0.00025578 0.0040444895
6540 0.0002558 -0.0040444895
6541 0.00025582 0
6542 0.00025584 -0.0080889789
6543 0.00025586 0
6544 0.00025588 0.0080889789
6545 0.0002559 0.0040444895
6546 0.00025592 0
6547 0.00025594 0.0040444895
6548 0.00025596 0.016177958
6549 0.00025598 0.012133468
6550 0.000256 0.0080889789
6551 0.00025602 0.012133468
6552 0.00025604 0.0040444895
6553 0.00025606 -0.0080889789
6554 0.00025608 -0.0040444895
6555 0.0002561 0.0080889789
6556 0.00025612 0.012133468
6557 0.00025614 0.012133468
6558 0.00025616 0.012133468
6559 0.00025618 0.012133468
6560 0.0002562 0.0080889789
6561 0.00025622 0.012133468
6562 0.00025624 0.016177958
6563 0.00025626 0.016177958
6564 0.00025628 0.0080889789
6565 0.0002563 0.0040444895
6566 0.00025632 0
6567 0.00025634 -0.0080889789
6568 0.00025636 -0.012133468
6569 0.00025638 -0.0080889789
6570 0.0002564 0.0040444895
6571 0.00025642 0.012133468
6572 0.00025644 0.012133468
6573 0.00025646 0.0080889789
6574 0.00025648 0
6575 0.0002565 0
6576 0.00025652 0
6577 0.00025654 -0.0040444895
6578 0.00025656 -0.0040444895
6579 0.00025658 -0.0080889789
6580 0.0002566 -0.0040444895
6581 0.00025662 0.0040444895
6582 0.00025664 0
6583 0.00025666 -0.0040444895
6584 0.00025668 -0.0080889789
6585 0.0002567 -0.0040444895
6586 0.00025672 0.0040444895
6587 0.00025674 0.0080889789
6588 0.00025676 0.012133468
6589 0.00025678 0.012133468
6590 0.0002568 0.0080889789
6591 0.00025682 0.0040444895
6592 0.00025684 0.012133468
6593 0.00025686 0.012133468
6594 0.00025688 0.016177958
6595 0.0002569 0.0080889789
6596 0.00025692 0.012133468
6597 0.00025694 0.0080889789
6598 0.00025696 0.012133468
6599 0.00025698 0.012133468
6600 0.000257 0.020222447
6601 0.00025702 0.0080889789
6602 0.00025704 0.0080889789
6603 0.00025706 0
6604 0.00025708 0
6605 0.0002571 0.0080889789
6606 0.00025712 0.0080889789
6607 0.00025714 0.012133468
6608 0.00025716 0.0040444895
6609 0.00025718 0
6610 0.0002572 0.0080889789
6611 0.00025722 0.012133468
6612 0.00025724 0.0080889789
6613 0.00025726 0.012133468
6614 0.00025728 0.020222447
6615 0.0002573 0.016177958
6616 0.00025732 0.020222447
6617 0.00025734 0.016177958
6618 0.00025736 0.016177958
6619 0.00025738 0.012133468
6620 0.0002574 0.012133468
6621 0.00025742 0.012133468
6622 0.00025744 0.016177958
6623 0.00025746 0.020222447
6624 0.00025748 0.016177958
6625 0.0002575 0.012133468
6626 0.00025752 0
6627 0.00025754 0
6628 0.00025756 -0.0080889789
6629 0.00025758 0.0080889789
6630 0.0002576 0.012133468
6631 0.00025762 0.012133468
6632 0.00025764 0.0080889789
6633 0.00025766 0.0080889789
6634 0.00025768 0.0040444895
6635 0.0002577 0
6636 0.00025772 0.0040444895
6637 0.00025774 0.0080889789
6638 0.00025776 0.012133468
6639 0.00025778 0.016177958
6640 0.0002578 0.0080889789
6641 0.00025782 0.0080889789
6642 0.00025784 0.028311426
6643 0.00025786 0.032355916
6644 0.00025788 0.028311426
6645 0.0002579 0.024266937
6646 0.00025792 0.024266937
6647 0.00025794 0.020222447
6648 0.00025796 0.0080889789
6649 0.00025798 0.0040444895
6650 0.000258 0.016177958
6651 0.00025802 0.028311426
6652 0.00025804 0.020222447
6653 0.00025806 0.012133468
6654 0.00025808 0.012133468
6655 0.0002581 0.024266937
6656 0.00025812 0.020222447
6657 0.00025814 0.016177958
6658 0.00025816 0.032355916
6659 0.00025818 0.036400405
6660 0.0002582 0.020222447
6661 0.00025822 0.012133468
6662 0.00025824 0.0040444895
6663 0.00025826 0.016177958
6664 0.00025828 0.016177958
6665 0.0002583 0.0080889789
6666 0.00025832 0.020222447
6667 0.00025834 0.040444895
6668 0.00025836 0.020222447
6669 0.00025838 0.016177958
6670 0.0002584 0.024266937
6671 0.00025842 0.016177958
6672 0.00025844 0.0080889789
6673 0.00025846 0.016177958
6674 0.00025848 0.020222447
6675 0.0002585 0.020222447
6676 0.00025852 0.020222447
6677 0.00025854 0.020222447
6678 0.00025856 0.032355916
6679 0.00025858 0.024266937
6680 0.0002586 0.024266937
6681 0.00025862 0.028311426
6682 0.00025864 0.024266937
6683 0.00025866 0.016177958
6684 0.00025868 0.032355916
6685 0.0002587 0.036400405
6686 0.00025872 0.036400405
6687 0.00025874 0.036400405
6688 0.00025876 0.020222447
6689 0.00025878 0.020222447
6690 0.0002588 0.020222447
6691 0.00025882 0.020222447
6692 0.00025884 0.024266937
6693 0.00025886 0.024266937
6694 0.00025888 0.016177958
6695 0.0002589 0.024266937
6696 0.00025892 0.024266937
6697 0.00025894 0.020222447
6698 0.00025896 0.0080889789
6699 0.00025898 0.0080889789
6700 0.000259 0.012133468
6701 0.00025902 0.020222447
6702 0.00025904 0.024266937
6703 0.00025906 0.032355916
6704 0.00025908 0.028311426
6705 0.0002591 0.024266937
6706 0.00025912 0.020222447
6707 0.00025914 0.024266937
6708 0.00025916 0.024266937
6709 0.00025918 0.028311426
6710 0.0002592 0.028311426
6711 0.00025922 0.024266937
6712 0.00025924 0.016177958
6713 0.00025926 0.028311426
6714 0.00025928 0.040444895
6715 0.0002593 0.032355916
6716 0.00025932 0.020222447
6717 0.00025934 0.024266937
6718 0.00025936 0.036400405
6719 0.00025938 0.044489384
6720 0.0002594 0.048533874
6721 0.00025942 0.040444895
6722 0.00025944 0.032355916
6723 0.00025946 0.032355916
6724 0.00025948 0.028311426
6725 0.0002595 0.032355916
6726 0.00025952 0.032355916
6727 0.00025954 0.040444895
6728 0.00025956 0.036400405
6729 0.00025958 0.040444895
6730 0.0002596 0.040444895
6731 0.00025962 0.036400405
6732 0.00025964 0.028311426
6733 0.00025966 0.028311426
6734 0.00025968 0.024266937
6735 0.0002597 0.024266937
6736 0.00025972 0.024266937
6737 0.00025974 0.032355916
6738 0.00025976 0.028311426
6739 0.00025978 0.036400405
6740 0.0002598 0.032355916
6741 0.00025982 0.032355916
6742 0.00025984 0.040444895
6743 0.00025986 0.032355916
6744 0.00025988 0.024266937
6745 0.0002599 0.024266937
6746 0.00025992 0.024266937
6747 0.00025994 0.020222447
6748 0.00025996 0.032355916
6749 0.00025998 0.036400405
6750 0.00026 0.032355916
6751 0.00026002 0.032355916
6752 0.00026004 0.028311426
6753 0.00026006 0.028311426
6754 0.00026008 0.020222447
6755 0.0002601 0.0080889789
6756 0.00026012 0.016177958
6757 0.00026014 0.024266937
6758 0.00026016 0.032355916
6759 0.00026018 0.032355916
6760 0.0002602 0.040444895
6761 0.00026022 0.036400405
6762 0.00026024 0.020222447
6763 0.00026026 0.016177958
6764 0.00026028 0.020222447
6765 0.0002603 0.020222447
6766 0.00026032 0.032355916
6767 0.00026034 0.036400405
6768 0.00026036 0.040444895
6769 0.00026038 0.044489384
6770 0.0002604 0.048533874
6771 0.00026042 0.048533874
6772 0.00026044 0.036400405
6773 0.00026046 0.028311426
6774 0.00026048 0.020222447
6775 0.0002605 0.036400405
6776 0.00026052 0.056622853
6777 0.00026054 0.052578363
6778 0.00026056 0.040444895
6779 0.00026058 0.044489384
6780 0.0002606 0.048533874
6781 0.00026062 0.036400405
6782 0.00026064 0.020222447
6783 0.00026066 0.016177958
6784 0.00026068 0.028311426
6785 0.0002607 0.040444895
6786 0.00026072 0.032355916
6787 0.00026074 0.032355916
6788 0.00026076 0.036400405
6789 0.00026078 0.032355916
6790 0.0002608 0.028311426
6791 0.00026082 0.040444895
6792 0.00026084 0.036400405
6793 0.00026086 0.032355916
6794 0.00026088 0.036400405
6795 0.0002609 0.028311426
6796 0.00026092 0.032355916
6797 0.00026094 0.032355916
6798 0.00026096 0.028311426
6799 0.00026098 0.024266937
6800 0.000261 0.044489384
6801 0.00026102 0.032355916
6802 0.00026104 0.024266937
6803 0.00026106 0.028311426
6804 0.00026108 0.040444895
6805 0.0002611 0.036400405
6806 0.00026112 0.028311426
6807 0.00026114 0.028311426
6808 0.00026116 0.032355916
6809 0.00026118 0.020222447
6810 0.0002612 0.020222447
6811 0.00026122 0.024266937
6812 0.00026124 0.024266937
6813 0.00026126 0.020222447
6814 0.00026128 0.024266937
6815 0.0002613 0.028311426
6816 0.00026132 0.032355916
6817 0.00026134 0.028311426
6818 0.00026136 0.032355916
6819 0.00026138 0.032355916
6820 0.0002614 0.020222447
6821 0.00026142 0.024266937
6822 0.00026144 0.028311426
6823 0.00026146 0.032355916
6824 0.00026148 0.032355916
6825 0.0002615 0.032355916
6826 0.00026152 0.028311426
6827 0.00026154 0.024266937
6828 0.00026156 0.016177958
6829 0.00026158 0.016177958
6830 0.0002616 0.020222447
6831 0.00026162 0.024266937
6832 0.00026164 0.028311426
6833 0.00026166 0.028311426
6834 0.00026168 0.020222447
6835 0.0002617 0.012133468
6836 0.00026172 0.016177958
6837 0.00026174 0.012133468
6838 0.00026176 0.020222447
6839 0.00026178 0.016177958
6840 0.0002618 0.020222447
6841 0.00026182 0.024266937
6842 0.00026184 0.012133468
6843 0.00026186 0.0080889789
6844 0.00026188 0.0040444895
6845 0.0002619 0.0080889789
6846 0.00026192 0.0080889789
6847 0.00026194 0.016177958
6848 0.00026196 0.0040444895
6849 0.00026198 0.0040444895
6850 0.000262 0.016177958
6851 0.00026202 0.016177958
6852 0.00026204 0.016177958
6853 0.00026206 0.012133468
6854 0.00026208 0.016177958
6855 0.0002621 0.012133468
6856 0.00026212 0.0040444895
6857 0.00026214 0.012133468
6858 0.00026216 0.012133468
6859 0.00026218 0.016177958
6860 0.0002622 0.012133468
6861 0.00026222 0.0080889789
6862 0.00026224 0.012133468
6863 0.00026226 0.016177958
6864 0.00026228 0.0040444895
6865 0.0002623 0
6866 0.00026232 0.0080889789
6867 0.00026234 0.0080889789
6868 0.00026236 0.020222447
6869 0.00026238 0.0040444895
6870 0.0002624 0.0040444895
6871 0.00026242 0.0080889789
6872 0.00026244 0.016177958
6873 0.00026246 0.016177958
6874 0.00026248 0.012133468
6875 0.0002625 0.0040444895
6876 0.00026252 0.0080889789
6877 0.00026254 0.012133468
6878 0.00026256 0.0040444895
6879 0.00026258 0.0080889789
6880 0.0002626 -0.0080889789
6881 0.00026262 -0.044489384
6882 0.00026264 -0.016177958
6883 0.00026266 0.036400405
6884 0.00026268 0.028311426
6885 0.0002627 0
6886 0.00026272 -0.024266937
6887 0.00026274 -0.032355916
6888 0.00026276 -0.016177958
6889 0.00026278 -0.016177958
6890 0.0002628 0.016177958
6891 0.00026282 0.012133468
6892 0.00026284 -0.044489384
6893 0.00026286 -0.032355916
6894 0.00026288 0.0040444895
6895 0.0002629 0.0080889789
6896 0.00026292 0.0040444895
6897 0.00026294 0.016177958
6898 0.00026296 -0.0040444895
6899 0.00026298 -0.016177958
6900 0.000263 -0.0080889789
6901 0.00026302 0.0040444895
6902 0.00026304 0
6903 0.00026306 -0.0080889789
6904 0.00026308 -0.0040444895
6905 0.0002631 0.012133468
6906 0.00026312 -0.0040444895
6907 0.00026314 -0.020222447
6908 0.00026316 -0.012133468
6909 0.00026318 -0.012133468
6910 0.0002632 -0.020222447
6911 0.00026322 -0.020222447
6912 0.00026324 -0.0080889789
6913 0.00026326 -0.0080889789
6914 0.00026328 -0.012133468
6915 0.0002633 -0.0040444895
6916 0.00026332 0.0080889789
6917 0.00026334 0.0040444895
6918 0.00026336 -0.0080889789
6919 0.00026338 -0.012133468
6920 0.0002634 -0.0040444895
6921 0.00026342 -0.016177958
6922 0.00026344 -0.020222447
6923 0.00026346 -0.016177958
6924 0.00026348 -0.024266937
6925 0.0002635 -0.036400405
6926 0.00026352 -0.020222447
6927 0.00026354 -0.012133468
6928 0.00026356 -0.012133468
6929 0.00026358 -0.016177958
6930 0.0002636 -0.0080889789
6931 0.00026362 -0.0040444895
6932 0.00026364 -0.012133468
6933 0.00026366 -0.012133468
6934 0.00026368 -0.012133468
6935 0.0002637 -0.016177958
6936 0.00026372 -0.016177958
6937 0.00026374 -0.0080889789
6938 0.00026376 -0.0080889789
6939 0.00026378 -0.016177958
6940 0.0002638 -0.020222447
6941 0.00026382 -0.016177958
6942 0.00026384 -0.012133468
6943 0.00026386 -0.024266937
6944 0.00026388 -0.016177958
6945 0.0002639 -0.020222447
6946 0.00026392 -0.028311426
6947 0.00026394 -0.024266937
6948 0.00026396 -0.020222447
6949 0.00026398 -0.012133468
6950 0.000264 -0.012133468
6951 0.00026402 -0.016177958
6952 0.00026404 -0.012133468
6953 0.00026406 -0.016177958
6954 0.00026408 -0.012133468
6955 0.0002641 -0.012133468
6956 0.00026412 -0.016177958
6957 0.00026414 -0.012133468
6958 0.00026416 -0.016177958
6959 0.00026418 -0.0040444895
6960 0.0002642 -0.020222447
6961 0.00026422 -0.020222447
6962 0.00026424 -0.024266937
6963 0.00026426 -0.0080889789
6964 0.00026428 -0.0040444895
6965 0.0002643 -0.012133468
6966 0.00026432 -0.012133468
6967 0.00026434 -0.024266937
6968 0.00026436 -0.032355916
6969 0.00026438 -0.032355916
6970 0.0002644 -0.032355916
6971 0.00026442 -0.016177958
6972 0.00026444 -0.020222447
6973 0.00026446 -0.020222447
6974 0.00026448 -0.024266937
6975 0.0002645 -0.020222447
6976 0.00026452 -0.016177958
6977 0.00026454 -0.024266937
6978 0.00026456 -0.036400405
6979 0.00026458 -0.040444895
6980 0.0002646 -0.040444895
6981 0.00026462 -0.032355916
6982 0.00026464 -0.028311426
6983 0.00026466 -0.036400405
6984 0.00026468 -0.036400405
6985 0.0002647 -0.032355916
6986 0.00026472 -0.024266937
6987 0.00026474 -0.024266937
6988 0.00026476 -0.028311426
6989 0.00026478 -0.028311426
6990 0.0002648 -0.028311426
6991 0.00026482 -0.024266937
6992 0.00026484 -0.016177958
6993 0.00026486 -0.020222447
6994 0.00026488 -0.024266937
6995 0.0002649 -0.032355916
6996 0.00026492 -0.036400405
6997 0.00026494 -0.036400405
6998 0.00026496 -0.032355916
6999 0.00026498 -0.028311426
7000 0.000265 -0.024266937
7001 0.00026502 -0.024266937
7002 0.00026504 -0.020222447
7003 0.00026506 -0.028311426
7004 0.00026508 -0.032355916
7005 0.0002651 -0.040444895
7006 0.00026512 -0.044489384
7007 0.00026514 -0.040444895
7008 0.00026516 -0.044489384
7009 0.00026518 -0.044489384
7010 0.0002652 -0.032355916
7011 0.00026522 -0.040444895
7012 0.00026524 -0.036400405
7013 0.00026526 -0.032355916
7014 0.00026528 -0.044489384
7015 0.0002653 -0.040444895
7016 0.00026532 -0.044489384
7017 0.00026534 -0.056622853
7018 0.00026536 -0.052578363
7019 0.00026538 -0.048533874
7020 0.0002654 -0.040444895
7021 0.00026542 -0.040444895
7022 0.00026544 -0.040444895
7023 0.00026546 -0.044489384
7024 0.00026548 -0.040444895
7025 0.0002655 -0.048533874
7026 0.00026552 -0.048533874
7027 0.00026554 -0.048533874
7028 0.00026556 -0.040444895
7029 0.00026558 -0.036400405
7030 0.0002656 -0.032355916
7031 0.00026562 -0.032355916
7032 0.00026564 -0.036400405
7033 0.00026566 -0.036400405
7034 0.00026568 -0.036400405
7035 0.0002657 -0.032355916
7036 0.00026572 -0.032355916
7037 0.00026574 -0.028311426
7038 0.00026576 -0.024266937
7039 0.00026578 -0.032355916
7040 0.0002658 -0.040444895
7041 0.00026582 -0.048533874
7042 0.00026584 -0.052578363
7043 0.00026586 -0.060667342
7044 0.00026588 -0.060667342
7045 0.0002659 -0.056622853
7046 0.00026592 -0.052578363
7047 0.00026594 -0.048533874
7048 0.00026596 -0.032355916
7049 0.00026598 -0.036400405
7050 0.000266 -0.036400405
7051 0.00026602 -0.048533874
7052 0.00026604 -0.048533874
7053 0.00026606 -0.048533874
7054 0.00026608 -0.048533874
7055 0.0002661 -0.036400405
7056 0.00026612 -0.040444895
7057 0.00026614 -0.040444895
7058 0.00026616 -0.052578363
7059 0.00026618 -0.048533874
7060 0.0002662 -0.044489384
7061 0.00026622 -0.044489384
7062 0.00026624 -0.052578363
7063 0.00026626 -0.060667342
7064 0.00026628 -0.060667342
7065 0.0002663 -0.048533874
7066 0.00026632 -0.048533874
7067 0.00026634 -0.044489384
7068 0.00026636 -0.044489384
7069 0.00026638 -0.040444895
7070 0.0002664 -0.048533874
7071 0.00026642 -0.056622853
7072 0.00026644 -0.060667342
7073 0.00026646 -0.052578363
7074 0.00026648 -0.044489384
7075 0.0002665 -0.040444895
7076 0.00026652 -0.032355916
7077 0.00026654 -0.044489384
7078 0.00026656 -0.052578363
7079 0.00026658 -0.056622853
7080 0.0002666 -0.056622853
7081 0.00026662 -0.056622853
7082 0.00026664 -0.048533874
7083 0.00026666 -0.044489384
7084 0.00026668 -0.036400405
7085 0.0002667 -0.036400405
7086 0.00026672 -0.048533874
7087 0.00026674 -0.056622853
7088 0.00026676 -0.060667342
7089 0.00026678 -0.052578363
7090 0.0002668 -0.056622853
7091 0.00026682 -0.040444895
7092 0.00026684 -0.036400405
7093 0.00026686 -0.040444895
7094 0.00026688 -0.048533874
7095 0.0002669 -0.048533874
7096 0.00026692 -0.052578363
7097 0.00026694 -0.052578363
7098 0.00026696 -0.048533874
7099 0.00026698 -0.048533874
7100 0.000267 -0.044489384
7101 0.00026702 -0.052578363
7102 0.00026704 -0.052578363
7103 0.00026706 -0.056622853
7104 0.00026708 -0.060667342
7105 0.0002671 -0.060667342
7106 0.00026712 -0.060667342
7107 0.00026714 -0.044489384
7108 0.00026716 -0.044489384
7109 0.00026718 -0.048533874
7110 0.0002672 -0.052578363
7111 0.00026722 -0.052578363
7112 0.00026724 -0.052578363
7113 0.00026726 -0.040444895
7114 0.00026728 -0.036400405
7115 0.0002673 -0.032355916
7116 0.00026732 -0.036400405
7117 0.00026734 -0.044489384
7118 0.00026736 -0.052578363
7119 0.00026738 -0.052578363
7120 0.0002674 -0.052578363
7121 0.00026742 -0.060667342
7122 0.00026744 -0.064711832
7123 0.00026746 -0.056622853
7124 0.00026748 -0.060667342
7125 0.0002675 -0.064711832
7126 0.00026752 -0.056622853
7127 0.00026754 -0.044489384
7128 0.00026756 -0.036400405
7129 0.00026758 -0.028311426
7130 0.0002676 -0.036400405
7131 0.00026762 -0.040444895
7132 0.00026764 -0.032355916
7133 0.00026766 -0.036400405
7134 0.00026768 -0.040444895
7135 0.0002677 -0.036400405
7136 0.00026772 -0.032355916
7137 0.00026774 -0.032355916
7138 0.00026776 -0.032355916
7139 0.00026778 -0.036400405
7140 0.0002678 -0.028311426
7141 0.00026782 -0.024266937
7142 0.00026784 -0.028311426
7143 0.00026786 -0.032355916
7144 0.00026788 -0.028311426
7145 0.0002679 -0.036400405
7146 0.00026792 -0.036400405
7147 0.00026794 -0.032355916
7148 0.00026796 -0.032355916
7149 0.00026798 -0.036400405
7150 0.000268 -0.048533874
7151 0.00026802 -0.060667342
7152 0.00026804 -0.052578363
7153 0.00026806 -0.036400405
7154 0.00026808 -0.028311426
7155 0.0002681 -0.032355916
7156 0.00026812 -0.044489384
7157 0.00026814 -0.044489384
7158 0.00026816 -0.044489384
7159 0.00026818 -0.044489384
7160 0.0002682 -0.036400405
7161 0.00026822 -0.040444895
7162 0.00026824 -0.036400405
7163 0.00026826 -0.036400405
7164 0.00026828 -0.044489384
7165 0.0002683 -0.044489384
7166 0.00026832 -0.040444895
7167 0.00026834 -0.028311426
7168 0.00026836 -0.028311426
7169 0.00026838 -0.028311426
7170 0.0002684 -0.036400405
7171 0.00026842 -0.040444895
7172 0.00026844 -0.032355916
7173 0.00026846 -0.024266937
7174 0.00026848 -0.020222447
7175 0.0002685 -0.028311426
7176 0.00026852 -0.032355916
7177 0.00026854 -0.032355916
7178 0.00026856 -0.036400405
7179 0.00026858 -0.028311426
7180 0.0002686 -0.020222447
7181 0.00026862 -0.020222447
7182 0.00026864 -0.024266937
7183 0.00026866 -0.036400405
7184 0.00026868 -0.032355916
7185 0.0002687 -0.028311426
7186 0.00026872 -0.0080889789
7187 0.00026874 -0.016177958
7188 0.00026876 -0.044489384
7189 0.00026878 -0.060667342
7190 0.0002688 -0.040444895
7191 0.00026882 -0.0080889789
7192 0.00026884 0.0080889789
7193 0.00026886 -0.032355916
7194 0.00026888 -0.080889789
7195 0.0002689 -0.07280081
7196 0.00026892 -0.016177958
7197 0.00026894 0.016177958
7198 0.00026896 0.0080889789
7199 0.00026898 -0.048533874
7200 0.000269 -0.0768453
7201 0.00026902 -0.048533874
7202 0.00026904 0
7203 0.00026906 0.024266937
7204 0.00026908 0
7205 0.0002691 -0.044489384
7206 0.00026912 -0.036400405
7207 0.00026914 -0.0080889789
7208 0.00026916 0.0080889789
7209 0.00026918 -0.0080889789
7210 0.0002692 -0.036400405
7211 0.00026922 -0.044489384
7212 0.00026924 -0.028311426
7213 0.00026926 -0.0080889789
7214 0.00026928 -0.020222447
7215 0.0002693 -0.036400405
7216 0.00026932 -0.040444895
7217 0.00026934 -0.012133468
7218 0.00026936 0.0080889789
7219 0.00026938 -0.0080889789
7220 0.0002694 -0.044489384
7221 0.00026942 -0.052578363
7222 0.00026944 -0.036400405
7223 0.00026946 -0.020222447
7224 0.00026948 -0.0080889789
7225 0.0002695 -0.016177958
7226 0.00026952 -0.032355916
7227 0.00026954 -0.028311426
7228 0.00026956 -0.0040444895
7229 0.00026958 0.012133468
7230 0.0002696 -0.0040444895
7231 0.00026962 -0.016177958
7232 0.00026964 -0.024266937
7233 0.00026966 -0.024266937
7234 0.00026968 -0.016177958
7235 0.0002697 -0.020222447
7236 0.00026972 -0.0040444895
7237 0.00026974 -0.0080889789
7238 0.00026976 -0.0080889789
7239 0.00026978 -0.024266937
7240 0.0002698 -0.0040444895
7241 0.00026982 0.0040444895
7242 0.00026984 -0.0040444895
7243 0.00026986 -0.012133468
7244 0.00026988 -0.0080889789
7245 0.0002699 0
7246 0.00026992 0
7247 0.00026994 -0.012133468
7248 0.00026996 -0.016177958
7249 0.00026998 0
7250 0.00027 -0.0040444895
7251 0.00027002 -0.0080889789
7252 0.00027004 0.0040444895
7253 0.00027006 0.0080889789
7254 0.00027008 -0.0040444895
7255 0.0002701 -0.020222447
7256 0.00027012 -0.0040444895
7257 0.00027014 0.0080889789
7258 0.00027016 0
7259 0.00027018 -0.0040444895
7260 0.0002702 0.016177958
7261 0.00027022 0
7262 0.00027024 -0.020222447
7263 0.00027026 -0.012133468
7264 0.00027028 0.0040444895
7265 0.0002703 -0.0080889789
7266 0.00027032 -0.0080889789
7267 0.00027034 0.0080889789
7268 0.00027036 0.012133468
7269 0.00027038 0
7270 0.0002704 -0.0040444895
7271 0.00027042 0.0040444895
7272 0.00027044 0.0040444895
7273 0.00027046 -0.0040444895
7274 0.00027048 0.0040444895
7275 0.0002705 0.0080889789
